Java,Pages enabled,Issues enabled,Scala,PHP,Python,Default branch,Size,Contributors Count,Forks Count,Open Issues Count,Watchers Count,Emacs Lisp,BSD-2-Clause,JavaScript,Wiki enabled,MIT,Pull requests enabled,Fork,HTML,Other,CSS,Go,Shell,Objective-C,SourceRank,Description,Name with Owner,Created Timestamp,Updated Timestamp,Last pushed Timestamp,Homepage URL,Language,Keywords,Stars Count
0,1,0,0,0,0,0,576,12,46,11,12,0,0,1,0,1,0,0,0,0,0,0,0,0,12,Client Scripts for BrowserSync,BrowserSync/browser-sync-client,2014-02-27 21:55:49 UTC,2017-10-11 06:06:23 UTC,2017-07-02 09:25:12 UTC,,JavaScript,,38
0,1,1,0,1,0,0,239,1,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,2,Library to connect any webpage with S.M.A.R.T platform,josewilker/smartclient-php,2014-11-15 22:36:23 UTC,2016-12-28 20:16:18 UTC,2014-11-16 07:42:31 UTC,,PHP,,0
0,1,1,0,0,0,0,631,3,2,0,16,0,0,1,0,1,-1,1,0,0,0,0,0,0,2,A framework for building awesome knockout.js apps,appendto/ko.ninja,2014-01-13 17:10:32 UTC,2017-03-18 23:46:34 UTC,2014-01-15 18:39:48 UTC,,JavaScript,,0
0,1,0,0,0,0,0,9237,18,27,10,104,0,0,1,0,0,0,0,0,0,0,0,0,0,10,Implements the tilelive API for generating mapnik vector tiles from traditional mapnik datasources.,mapbox/tilelive-bridge,2013-03-15 17:32:16 UTC,2017-11-04 06:04:25 UTC,2017-09-20 19:15:43 UTC,,JavaScript,,55
0,1,0,0,0,0,0,356,2,0,1,4,0,0,1,0,1,-1,0,0,0,0,0,0,0,6,JSON parser using promise/A+ to handle success and failure gracefully.,kirk7880/json-promise,2014-08-29 19:24:19 UTC,2016-12-28 21:30:05 UTC,2014-09-03 18:12:04 UTC,,JavaScript,,7
0,1,0,0,0,0,0,300,1,0,1,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,2,A react.js component to allocate points between differents specs.,MateusZitelli/react-points-allocator,2014-10-02 21:52:22 UTC,2017-01-22 22:10:41 UTC,2014-10-14 21:09:50 UTC,,JavaScript,,3
0,1,0,0,0,0,0,144,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,A simple tool to transform streams via registered global or keyed handlers,brian-gates/stream-transformer,2014-01-29 18:48:17 UTC,2018-02-17 21:01:44 UTC,2014-01-30 20:08:55 UTC,,JavaScript,,0
0,1,0,0,0,0,0,151,2,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,Inject jwt-decode in your Angular Controllers and Services.,ruiaraujo/angular-jwt-decode,2014-11-27 19:37:23 UTC,2016-12-28 17:25:07 UTC,2015-02-18 09:51:42 UTC,,,,1
0,1,0,0,0,0,0,156,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,TSV to JSON Object parser & JSON Object to TSV for TodoMVC Localized App,emolchanov/tsv-jsonobj-parser,2015-02-01 22:00:12 UTC,2018-02-27 11:45:34 UTC,2015-08-27 11:15:40 UTC,,JavaScript,,0
0,1,0,0,0,0,0,56,11,36,9,5,0,0,1,0,1,0,0,0,0,0,0,0,0,15,Automatically install npm and bower packages if package.json or bower.json is found in the gulp file stream respectively,slushjs/gulp-install,2014-03-23 14:58:08 UTC,2018-02-03 18:27:49 UTC,2017-12-29 22:33:10 UTC,,JavaScript,,99
0,1,0,0,0,0,0,76,3,11,7,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,8,"A node.js version of Rails' ""rake notes"" functionality",stephenb/node-notes,2011-07-05 21:57:11 UTC,2017-02-26 20:18:42 UTC,2016-06-24 16:03:10 UTC,,CoffeeScript,,63
0,1,0,0,0,0,0,200,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,generate some random text from files.,jingta/textgen,2013-02-04 20:20:01 UTC,2017-04-17 16:50:13 UTC,2013-02-05 00:07:36 UTC,,Ruby,,0
0,1,0,0,0,0,0,16,1,3,7,2,0,0,1,0,0,-1,0,0,0,0,0,0,0,9,Like `chown -R`,isaacs/chownr,2012-03-28 18:48:50 UTC,2016-12-28 20:49:17 UTC,2016-08-11 17:44:41 UTC,,JavaScript,,12
0,1,0,0,0,0,0,801,4,4,8,15,0,0,1,0,1,-1,1,0,0,0,0,0,0,8,wraps up your node modules into web modules,mootools/wrapup,2012-11-27 15:31:01 UTC,2017-03-19 02:41:15 UTC,2015-02-15 21:17:28 UTC,,JavaScript,,20
0,1,0,0,0,0,0,1143,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Page Object implementation. Using some specialy formatted 'data-...' tags you can read records from HTML pages like an ActiveRecord page,appdrones/page_record,2013-06-09 08:09:01 UTC,2017-02-18 21:34:28 UTC,2014-11-13 20:38:17 UTC,http://www.appdrones.com/,Ruby,,2
0,1,0,0,0,0,0,156,1,3,1,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,2,grunt plugin  use to package chrome extension crx file,qbright/grunt-crx-pkg,2014-08-08 06:49:20 UTC,2017-02-26 10:03:20 UTC,2016-02-20 20:44:22 UTC,,JavaScript,,1
0,1,0,0,1,0,0,148,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,,cscreative/SMS,2014-08-18 21:17:30 UTC,2017-03-19 16:42:24 UTC,2014-08-18 21:59:48 UTC,,PHP,,1
0,1,0,0,1,0,0,153,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Fork of https://github.com/7coders/yii2-handlebars which disappeared mysteriously from GitHub,ExertisMicro-P/yii2-handlebars,2015-01-30 11:16:41 UTC,2015-10-07 20:05:14 UTC,2015-04-07 08:06:14 UTC,,PHP,,1
0,1,0,0,0,0,0,124,1,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,3,D lang port of swiss ephemeris from androdrienst,Laeeth/d_swisseph,2014-12-22 06:26:29 UTC,2016-03-10 01:28:47 UTC,2014-12-25 13:14:17 UTC,,D,,1
0,1,0,0,1,0,0,10,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Silvertripe side bar menu widget,guru-digital/silverstripe-widget-sidebar-nav,2015-01-15 02:20:32 UTC,2017-10-07 21:31:49 UTC,2016-09-29 00:32:12 UTC,,PHP,,0
0,0,0,0,0,0,0,412,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,Webcomponent for kittens!,jaimerson/x-kitten,2014-07-04 00:56:28 UTC,2016-12-28 17:01:03 UTC,2014-07-11 16:50:45 UTC,,JavaScript,,0
0,1,0,0,1,0,95,958,5,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,8,"Fine is a PHP internationalisation package. It will help you provide applications that support several languages. FINE means: Fine is not english :). Translation is performed using PHP mapping files, but you will have a nice graphical interface in the Mouf framework to write your own translated messages.",thecodingmachine/utils.i18n.fine,2012-08-30 18:29:34 UTC,2017-08-04 12:26:19 UTC,2017-08-04 10:53:00 UTC,,PHP,,0
0,0,0,0,0,0,0,472,1,6,6,7,0,0,1,0,0,-1,0,0,0,0,0,0,0,6,Webfont Downloader,mmastrac/webfont-dl,2014-12-26 05:06:18 UTC,2016-12-29 10:38:53 UTC,2015-04-29 20:13:00 UTC,,JavaScript,,286
0,1,1,0,0,0,0,216,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,,rumps/server-dev,2015-01-20 04:39:53 UTC,2015-08-19 03:50:42 UTC,2015-09-05 21:52:54 UTC,,JavaScript,,1
0,1,0,0,0,0,0,267,7,14,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,10,Guard extension to run cli processes,guard/guard-process,2011-07-05 05:18:06 UTC,2017-06-27 09:08:50 UTC,2016-12-01 07:47:46 UTC,,Ruby,,34
0,1,0,0,0,0,0,152,1,0,1,3,0,0,1,0,1,-1,0,0,0,0,0,0,0,9,A shorthand module for creating a new WebGL context and basic animation loop.,hughsk/gl-context,2014-05-13 22:33:16 UTC,2016-12-28 21:12:31 UTC,2014-09-14 16:17:10 UTC,,JavaScript,,12
0,1,0,0,0,0,0,196,1,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,2,Ruby client for Pictaculous.com,basgys/rubyctaculous,2012-11-14 19:22:39 UTC,2017-04-17 15:56:03 UTC,2012-11-14 19:32:13 UTC,,Ruby,,2
0,1,0,0,0,0,0,172,1,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,2,Anonymize values in an object based on property name patterns,watson/anonymize,2014-09-29 05:02:37 UTC,2016-01-31 16:29:24 UTC,2014-09-30 23:08:21 UTC,,JavaScript,,2
0,1,0,0,0,0,0,168,1,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,2,Node.js Environment Variable Management,ryanlelek/atmosphere,2014-06-09 01:10:04 UTC,2017-02-04 00:04:42 UTC,2014-06-09 02:51:48 UTC,,JavaScript,,0
0,0,0,0,0,1,0,66853,28,176,8,47,0,0,0,1,0,0,0,0,1,0,0,0,0,7,Repository mirror of GtLab: https://gitlab.com/mayan-edms/mayan-edms,mayan-edms/mayan-edms,2013-12-17 01:24:19 UTC,2018-01-26 21:54:17 UTC,2017-10-25 19:29:02 UTC,http://www.mayan-edms.com,Python,,328
0,1,1,0,0,0,0,246,2,0,0,1,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,,wlabranche/soundboard,2014-08-05 20:29:34 UTC,2016-04-28 10:51:22 UTC,2014-09-02 23:25:51 UTC,,JavaScript,,0
0,1,0,0,0,0,0,19,2,2,23,5,0,0,1,1,1,0,0,0,0,0,0,0,0,7,Factories over fixtures. Chai Assertion Library.,chaijs/chai-factories,2012-05-01 09:41:30 UTC,2017-11-15 02:29:50 UTC,2016-11-01 00:55:32 UTC,,JavaScript,,21
0,1,0,0,0,0,0,8,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,"A simple Node.JS module for creating classes, with inheritance and mixins.",jhuckaby/pixl-class,2015-02-08 04:33:16 UTC,2017-11-04 02:36:04 UTC,2017-11-02 05:25:10 UTC,,JavaScript,,1
0,1,0,0,0,0,0,116,1,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Checks that you are running the correct node version and process.exit(1)'s if you are not,debitoor/nodeversioncheck,2012-09-18 08:18:27 UTC,2015-05-13 08:48:17 UTC,2014-06-25 07:33:49 UTC,,JavaScript,,1
0,0,0,0,0,0,0,928,1,4,1,3,0,0,1,0,0,-1,0,0,0,0,0,0,0,3,Формирование базового каркаса CSS-файла,tenorok/autoclassCSS,2012-02-09 13:06:24 UTC,2016-09-19 09:53:01 UTC,2016-10-10 11:40:58 UTC,http://tenorok.github.io/autoclassCSS/,JavaScript,,24
0,1,1,0,1,0,0,363,6,8,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Prestaconcept extensions for Sonata Admin :  Ease SonataAdmin configuration,prestaconcept/PrestaSonataAdminExtendedBundle,2013-11-04 09:16:14 UTC,2017-02-14 08:05:23 UTC,2015-03-18 09:40:28 UTC,http://prestaconcept.github.io/presta-sonata-admin-extended/index.html,PHP,,4
0,1,0,0,0,0,0,9,2,0,0,8,0,0,1,0,1,-1,0,0,0,0,0,0,0,3,,g4code/rcompressor,2015-02-13 09:29:37 UTC,2017-12-21 21:18:20 UTC,2016-09-07 10:35:36 UTC,,JavaScript,,0
0,1,0,0,0,0,0,148,1,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,3,Twist your text. Use it as command line or add it as a module.,arufian/twisttext,2014-12-10 22:39:11 UTC,2017-02-08 14:46:42 UTC,2014-12-11 01:09:02 UTC,https://www.npmjs.com/package/twisttext,JavaScript,,0
0,1,0,0,0,0,0,6,1,1,1,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,3,A sweet tagged logging framework (with plugins!),JoshRagem/tagalog,2013-08-17 03:41:11 UTC,2017-02-07 07:04:22 UTC,2016-04-18 17:40:45 UTC,,JavaScript,,0
0,1,0,0,0,0,0,184,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,,simonfan/reversible-router,2014-04-20 20:40:36 UTC,2016-12-28 18:23:35 UTC,2014-04-20 22:52:04 UTC,,JavaScript,,0
0,1,0,0,0,0,0,112,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,,simonfan/jquery-read,2014-05-27 01:10:44 UTC,2016-12-28 18:15:11 UTC,2014-05-27 01:11:25 UTC,,JavaScript,,0
0,1,1,0,1,0,0,136,3,0,0,1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,Enables using Zend Framework 2 features in a Zend Framework 1 application.,joacub/zf2-for-1,2015-02-11 22:26:29 UTC,2016-11-18 00:13:00 UTC,2015-02-11 22:27:56 UTC,,PHP,,0
0,1,0,0,0,0,0,406,1,0,0,1,0,0,1,1,1,-1,0,0,0,0,0,0,0,3,The nodgine is a small framework for creating fast webservices. The main focuses are speed and easiness.,sateffen/nodgine,2014-02-24 18:38:11 UTC,2017-04-16 15:13:32 UTC,2017-04-16 15:12:47 UTC,,JavaScript,,0
0,1,0,0,0,0,0,163,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Effective implementation of suffix arrays for Haskell.,VictorDenisov/suffixarray,2012-05-09 08:49:48 UTC,2018-02-04 11:54:32 UTC,2013-10-14 08:29:57 UTC,,Haskell,,4
0,1,1,0,0,0,0,234,11,0,0,1,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,A work-in-progress to replace goauth2 (https://code.google.com/p/goauth2),handlename/golang-oauth2,2014-12-26 02:34:43 UTC,2014-12-26 02:37:17 UTC,2014-12-26 02:37:17 UTC,https://godoc.org/golang.org/x/oauth2,Go,,0
0,1,0,0,0,0,0,536,1,6,4,5,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,"A ruby wrapper for HandBrakeCLI, a video transcoder",rsutphin/handbrake.rb,2011-06-14 14:11:12 UTC,2016-12-28 18:50:33 UTC,2011-09-06 04:49:25 UTC,,Ruby,,29
0,1,0,0,0,0,0,204,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,Command line online dictionary tool written in Ruby,reneklacan/dictuby,2013-08-31 23:27:35 UTC,2017-04-17 12:02:29 UTC,2014-05-26 16:27:17 UTC,,Ruby,,0
1,1,0,0,0,0,0,380,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,carrot-garden/carrot-log,2012-08-08 12:51:23 UTC,2015-12-10 10:21:59 UTC,2016-07-26 02:46:32 UTC,,Java,,2
0,1,0,0,0,0,0,208,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,Bower component : Ember RESTadapter for Phoenix websockets,mgamini/ember-phoenix-socket,2014-11-12 20:58:00 UTC,2017-07-31 01:39:30 UTC,2015-01-21 19:11:58 UTC,,JavaScript,,3
0,1,0,0,0,1,0,688,2,143,21,68,0,0,0,0,1,0,0,0,0,0,0,0,0,6,📈 台灣上市上櫃股票價格擷取（Fetch Taiwan Stock Exchange data）含即時盤、台灣時間轉換、開休市判斷。,toomore/grs,2012-03-30 16:08:36 UTC,2018-02-22 07:42:26 UTC,2016-11-30 03:55:30 UTC,http://pypi.python.org/pypi/grs,Python,,331
0,1,0,0,0,0,0,116,1,1,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,2,,plasticine/jquery.query.js,2013-05-18 02:32:48 UTC,2016-08-29 05:36:26 UTC,2013-05-18 03:08:03 UTC,,JavaScript,,2
0,1,0,0,1,0,0,260,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,DEPRECATED: A library to print nice pages quickly,tdt/pages,2013-05-12 07:13:51 UTC,2014-07-15 08:25:41 UTC,2013-08-07 18:42:26 UTC,,PHP,,0
0,1,0,0,1,0,0,164,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,Fork of https://code.google.com/p/text2pay-api-php-sdk/ to add composer.json,kbsali/text2pay,2013-07-29 12:17:13 UTC,2013-12-18 15:47:25 UTC,2013-12-18 15:47:25 UTC,,PHP,,0
0,1,0,0,0,0,0,688,1,2,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,,standart-n/download-rlsnet,2013-04-22 06:30:25 UTC,2017-09-02 15:01:20 UTC,2013-06-25 07:34:59 UTC,,JavaScript,,0
0,1,0,0,0,0,0,120,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,webjars/intro.js,2014-11-15 15:45:33 UTC,2017-10-11 07:13:30 UTC,2014-11-15 15:46:57 UTC,,,,0
0,1,0,0,0,0,0,324,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,Redis-backed sessions with alternative async API,inca/alt-session,2014-08-29 08:02:01 UTC,2017-09-07 10:37:25 UTC,2015-01-24 08:13:07 UTC,,JavaScript,,0
0,1,0,0,1,0,0,695,4,0,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,A Grid Bundle for Symfony,lighthart/GridBundle,2014-03-03 15:40:56 UTC,2016-12-28 19:43:59 UTC,2016-05-26 16:14:41 UTC,,PHP,,0
0,1,0,0,0,0,0,1728,2,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,2,ntipa-angular,Ntipa/ntipa-angular,2014-07-04 13:42:49 UTC,2017-03-20 06:32:41 UTC,2015-09-24 09:33:34 UTC,,JavaScript,,1
0,1,0,0,0,0,0,136,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,3,epoch.js - Awesome date formatting and calculating for JavaScript,chocolatetoothpaste/epoch,2012-08-18 19:38:53 UTC,2017-03-24 20:28:29 UTC,2016-11-12 07:49:43 UTC,,JavaScript,,8
0,1,0,0,0,0,0,13,3,5,0,3,0,0,1,0,1,-1,0,0,0,0,0,0,0,7,Streams2 line reader,williamkapke/node-eachline,2013-07-16 04:01:46 UTC,2017-01-22 21:16:35 UTC,2016-07-13 17:26:07 UTC,,JavaScript,,5
0,1,0,0,0,0,0,208,1,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,3,Gem of ViewHelpers for easily creating lists in Ruby on Rails,caseyli/listy,2013-07-22 20:11:34 UTC,2017-04-17 13:55:15 UTC,2013-07-25 03:42:21 UTC,,Ruby,,0
0,1,0,0,0,0,0,168,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,"color node for thethingbox, compatible with node-red",TheThingBox/thethingbox-node-color,2014-12-26 21:43:37 UTC,2018-01-13 14:01:44 UTC,2015-01-02 16:32:05 UTC,,JavaScript,,0
0,1,0,0,0,0,0,260,3,2,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,2,Dynamic routing system for express.,noppoMan/express-dynamic-router,2013-04-03 03:46:48 UTC,2017-02-03 03:04:12 UTC,2013-09-10 04:10:50 UTC,,JavaScript,,5
0,1,0,0,0,0,0,8,3,2,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,10,Convert Buffer to ArrayBuffer,miguelmota/buffer-to-arraybuffer,2014-12-11 09:10:51 UTC,2017-07-09 22:58:19 UTC,2017-07-09 22:57:40 UTC,https://github.com/miguelmota/buffer-to-arraybuffer,JavaScript,,5
0,1,0,0,1,0,0,172,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,This is a facade for messaging systems.,szjani/mf4php,2012-12-06 20:44:17 UTC,2017-03-30 21:13:31 UTC,2013-12-04 16:59:29 UTC,,PHP,,4
0,1,1,0,0,0,0,25,3,0,0,1,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,mDNS/DNS-SD (also know as Apple Bonjour) library for Go (in pure Go),brutella/bonjour,2014-11-28 17:19:38 UTC,2016-04-27 19:53:17 UTC,2016-04-19 08:28:42 UTC,,Go,,0
0,1,0,0,0,0,0,87,1,1,1,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,7,A simple library for automating JSHint. Now with multi-core capability.,jamesshore/simplebuild-jshint,2014-01-07 07:37:43 UTC,2017-01-30 06:07:40 UTC,2015-12-28 07:47:31 UTC,,JavaScript,,6
0,1,0,0,0,0,0,177,1,2,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,4,Quick J reference for Emacs,abo-abo/helm-j-cheatsheet,2013-12-05 15:18:55 UTC,2017-07-25 23:35:15 UTC,2017-02-17 08:30:11 UTC,,Emacs Lisp,,9
0,1,1,0,0,0,0,950,3,0,0,1,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,"A utility library to make use of the X Go Binding easier. (Implements EWMH and ICCCM specs, key binding support, etc.)",Nightgunner5/xgbutil,2013-01-04 18:10:34 UTC,2016-04-29 22:14:50 UTC,2013-01-04 21:17:00 UTC,,Go,,0
0,1,0,0,0,0,0,180,6,19,7,4,0,0,0,0,0,-1,0,0,0,0,1,0,0,7,**DEPRECATED** Go bindings to the HDF5 library,sbinet/go-hdf5,2012-07-07 14:33:40 UTC,2017-02-28 08:04:42 UTC,2017-01-01 19:42:23 UTC,,Go,,42
0,1,0,0,0,0,0,24,4,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,5,,tresni/node-bamboohr,2014-08-20 09:29:36 UTC,2018-02-01 12:43:57 UTC,2017-09-25 15:22:49 UTC,,JavaScript,,2
0,1,0,0,0,0,0,148,1,0,1,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,4,Package freetype2 is a minimal wrapper for the FreeType 2 library.,james4k/freetype2,2013-10-29 02:36:28 UTC,2017-02-27 17:14:23 UTC,2013-11-14 00:57:41 UTC,http://j4k.co/freetype2,Go,,0
0,1,0,0,0,0,0,164,1,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,2,Node Module - Mirrors a remote MySQL database using only SELECT,errantmind/mysql-mirror-database,2014-08-27 20:00:49 UTC,2017-02-02 22:02:38 UTC,2014-08-28 16:55:00 UTC,,JavaScript,,0
0,1,0,0,0,0,0,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,silhouette generates html from an array representation ,snd/silhouette,2012-11-29 16:44:39 UTC,2017-08-21 16:57:39 UTC,2017-08-19 13:37:03 UTC,,CoffeeScript,,0
0,1,0,0,0,0,0,452,1,0,1,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,2,"Like sloppy-queue-flow, but better!",dfellis/parallel-queue-flow,2012-10-26 15:03:09 UTC,2017-01-23 20:21:51 UTC,2013-05-01 22:02:32 UTC,,JavaScript,,2
0,1,0,0,0,0,0,5,2,4,3,2,0,0,1,0,0,-1,0,0,0,0,0,0,0,3,A plugin for Gulp to generate UI documentation with DSS Parser,jaysoo/gulp-dss,2014-07-13 23:03:14 UTC,2016-12-28 21:18:04 UTC,2016-02-22 14:44:56 UTC,,JavaScript,,4
0,1,0,0,1,0,0,136,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Extension for the Yii PHP framework that registers with the Grunt livereload server.,crisu83/yii-livereload,2013-07-23 11:56:24 UTC,2014-05-15 13:09:59 UTC,2013-09-08 19:54:38 UTC,,PHP,,1
0,0,0,0,1,0,0,746,1,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,3,Small & Simple PHP FrameWork,dieg0v/txiki,2012-01-23 21:53:57 UTC,2016-12-28 20:23:23 UTC,2014-03-29 17:19:46 UTC,http://txiki.dieg0v.com,PHP,,2
0,1,0,0,0,0,0,2282,2,10,3,2,1,0,0,0,0,-1,0,0,0,0,0,0,0,5,Use Evernote in Emacs through geeknote,avendael/emacs-geeknote,2015-02-01 10:55:57 UTC,2016-12-28 19:11:57 UTC,2016-09-07 06:33:37 UTC,,Emacs Lisp,,93
0,1,0,0,1,0,0,10,1,1,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,4,Symfony2 Bundle for JBuilder,dakatsuka/JBuilderBundle,2013-05-20 12:35:20 UTC,2016-12-28 19:36:51 UTC,2016-01-14 06:49:02 UTC,Symfony2 Bundle for JBuilder,PHP,,3
0,0,0,0,0,0,0,232,2,2,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,3,JavaScript Library,satorumurmur/sML,2013-06-19 07:50:07 UTC,2017-04-05 09:11:42 UTC,2016-05-26 04:32:02 UTC,,JavaScript,,0
0,1,0,0,0,0,0,168,1,10,1,4,0,0,1,1,1,-1,0,0,0,0,0,0,0,3,"Load one or multiple JavaScript files from the server using a GET HTTP request, then execute them..",hudsonfoo/jquery-getscripts,2014-03-23 01:09:25 UTC,2016-12-26 10:21:05 UTC,2014-03-24 02:35:41 UTC,,JavaScript,,23
0,1,0,0,0,0,0,160,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Run karma in background,pirosikick/bg-karma,2015-01-09 14:57:43 UTC,2018-02-24 21:38:56 UTC,2015-01-13 15:49:48 UTC,,JavaScript,,0
0,1,0,0,1,0,0,192,1,0,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,Composer package for php_codesniffer patching.,goatherd/phpcs-patch,2013-04-12 18:34:45 UTC,2016-12-28 19:26:31 UTC,2014-10-30 19:05:22 UTC,,PHP,,0
0,0,0,0,1,0,0,416,1,0,0,2,0,0,0,0,1,-1,0,0,0,0,0,0,0,2,Basic utility lib to create api that consumes and produces different content-types using Phalcon PHP Framework,chameleonbr/apibird,2014-08-19 18:53:08 UTC,2014-12-09 14:56:47 UTC,2015-08-12 11:37:53 UTC,,PHP,,2
0,1,0,0,0,0,0,76,1,2,2,3,0,0,1,0,1,-1,0,0,0,0,0,0,0,6,Node.js - JSON configuration loader,coditorium/nodejs-read-config,2014-12-10 10:21:58 UTC,2017-03-21 04:39:18 UTC,2016-12-04 22:11:37 UTC,,JavaScript,,3
0,1,0,0,0,0,0,148,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,2,A very simple npm module to manage multiple api calls with the Express framework,jalba/multiget-express,2014-06-10 02:28:56 UTC,2017-02-02 21:03:32 UTC,2014-06-10 04:55:22 UTC,,JavaScript,,0
0,1,1,0,0,0,0,136,3,0,0,2,0,0,1,0,1,-1,1,0,0,0,0,0,0,2,Login session and provider ensuring middleware for Connect and Express.,beardon/connect-ensure-login-provider,2014-08-20 21:00:10 UTC,2017-03-19 11:44:18 UTC,2014-08-20 21:55:19 UTC,,JavaScript,,0
0,0,0,0,0,0,0,1596,1,0,0,3,0,0,1,0,0,-1,0,0,0,0,0,0,0,3,"A fast, pure javascript triple store implementation, also useful as a graph database.",crubier/Hexastore,2014-12-01 11:26:10 UTC,2016-12-21 19:33:29 UTC,2015-06-27 19:52:49 UTC,http://crubier.github.io/Hexastore/,JavaScript,,25
0,1,0,0,0,0,0,155,1,1,2,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,2,a node.js version of the jxLoader,jonlb/node-jxLoader,2011-01-05 22:47:30 UTC,2017-02-04 05:02:53 UTC,2011-10-27 19:01:29 UTC,,JavaScript,,2
0,1,0,0,0,0,0,124,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,3,Swig Template Loader with fallback,kennydude/FallbackSwigLoader,2014-07-29 20:56:19 UTC,2015-12-02 14:52:01 UTC,2014-07-29 20:57:37 UTC,,JavaScript,,1
0,1,0,0,1,0,0,164,1,1,1,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,Email Direct,maxlapko/emaildirect,2014-01-23 12:57:29 UTC,2016-12-28 19:47:38 UTC,2014-01-25 11:48:48 UTC,,PHP,,3
0,1,0,0,0,0,0,128,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,3,An (eventual) Page Speed / YSlow clone,sydneystockholm/pagespy,2013-09-23 00:35:12 UTC,2016-08-16 23:03:42 UTC,2013-10-28 00:11:36 UTC,,JavaScript,,2
