Name with Owner,Created Timestamp,Updated Timestamp,Stars Count,Language,Rating
rusanu/com.rusanu.dbutil,2012-11-08 08:14:01 UTC,2018-05-02 12:07:02 UTC,10,C#,1.71
Sauceforge/angularjs-typeahead-dropdown,2015-03-06 11:58:47 UTC,2017-02-18 15:16:45 UTC,4,JavaScript,1.72
ucsf-ckm/ucsf-history-website,2013-10-09 05:09:39 UTC,2016-11-30 14:09:48 UTC,0,HTML,1.72
CyanogenMod/android_device_geeksphone_zero,2011-03-19 08:22:26 UTC,2017-11-24 21:29:51 UTC,13,C++,1.73
appserver-io/collections,2014-11-21 13:01:32 UTC,2017-10-24 13:44:02 UTC,4,PHP,1.73
jonom/silverstripe-tinytidy,2014-11-03 00:48:00 UTC,2016-07-06 10:10:27 UTC,30,PHP,1.74
dizews/php-ubjson,2013-06-07 09:36:02 UTC,2017-10-26 23:06:59 UTC,6,PHP,1.74
linnarsson-lab/ceftools,2015-02-19 13:15:39 UTC,2017-10-15 14:34:10 UTC,9,Go,1.75
abustany/go,2013-04-01 20:57:25 UTC,2018-06-25 16:53:14 UTC,0,Go,1.75
hakobera/tail.io,2012-01-19 21:01:58 UTC,2017-01-20 10:36:48 UTC,24,JavaScript,1.76
JRG-Developer/BetterBaseClasses,2015-02-26 09:01:10 UTC,2018-01-26 14:23:55 UTC,14,Objective-C,1.76
scopely-devops/details,2014-10-13 17:12:55 UTC,2017-08-07 21:56:58 UTC,30,Python,1.77
witsch/SublimePythonTidy,2011-09-25 14:20:24 UTC,2016-12-30 09:24:04 UTC,42,Python,1.77
liufengyun/monad,2013-04-15 14:18:55 UTC,2017-04-17 14:15:57 UTC,3,Ruby,1.78
Juicy/juicy-markdown-tabbededitor,2014-06-05 15:52:11 UTC,2017-10-08 00:35:20 UTC,5,HTML,1.78
nchristus/ember-cli-password-toggle,2015-01-12 14:20:01 UTC,2018-04-30 12:02:10 UTC,11,JavaScript,1.79
jollygoodcode/rails-carrier,2014-05-01 09:58:59 UTC,2017-11-24 19:15:04 UTC,16,Shell,1.79
ekino/golisten,2014-12-12 12:44:56 UTC,2016-07-09 21:00:15 UTC,8,Go,1.8
fictorial/linode-api,2011-06-14 17:49:07 UTC,2018-10-03 18:53:43 UTC,69,CoffeeScript,1.8
BorisChumichev/everpolate,2014-10-12 14:20:19 UTC,2017-01-08 08:04:33 UTC,38,JavaScript,1.81
pear/SOAP,2012-04-13 05:22:23 UTC,2018-09-07 06:03:12 UTC,4,PHP,1.81
KolibriDev/clippy,2014-07-04 15:23:59 UTC,2018-03-17 20:40:36 UTC,10,C#,1.82
Wizcorp/marathon-client.py,2014-04-09 02:23:45 UTC,2017-11-25 07:09:25 UTC,8,Python,1.82
rollerworks/search,2013-08-05 09:03:44 UTC,2018-12-13 18:49:54 UTC,70,PHP,1.83
collective/anz.casclient,2012-11-20 10:04:46 UTC,2018-06-27 01:17:48 UTC,2,Python,1.83
hitbtc-com/hitbtc-php-sdk,2014-10-20 12:33:18 UTC,2018-02-18 02:27:40 UTC,18,PHP,1.84
remind101/exceptions,2014-09-06 01:47:51 UTC,2018-03-03 07:39:46 UTC,16,Ruby,1.84
puppetlabs/puppetlabs-azure_agent,2013-04-30 15:02:23 UTC,2016-05-29 22:32:38 UTC,3,Ruby,1.85
trxcllnt/rxjs-easing,2013-07-27 23:32:31 UTC,2016-12-30 09:07:52 UTC,39,JavaScript,1.85
sensu-plugins/sensu-plugins-mesos,2015-02-11 05:25:15 UTC,2018-09-11 01:34:59 UTC,3,Ruby,1.86
tanel/dbmigrate,2013-08-29 20:22:36 UTC,2017-02-19 17:03:04 UTC,39,Go,1.86
dominictarr/remote-events,2012-06-23 15:22:43 UTC,2017-01-20 10:36:10 UTC,27,JavaScript,1.87
feyeleanor/gospeed,2011-05-23 21:16:11 UTC,2017-03-01 12:11:23 UTC,66,Go,1.87
routific/routific-gem,2014-07-23 07:47:30 UTC,2018-02-21 00:03:24 UTC,12,Ruby,1.88
DoNormal/jquery-feyenoord,2015-02-18 06:11:16 UTC,2017-04-23 06:51:16 UTC,35,JavaScript,1.88
pear/Image_Barcode2,2011-12-10 12:07:06 UTC,2017-03-20 16:11:03 UTC,14,PHP,1.89
jcinnamond/lawyer,2014-01-18 17:49:50 UTC,2017-04-17 13:52:27 UTC,26,Ruby,1.89
e-butik/EbutikMongoSessionBundle,2011-09-13 08:03:13 UTC,2016-05-14 12:28:30 UTC,17,PHP,1.9
phf/go-openal,2009-12-13 19:38:29 UTC,2017-02-27 16:07:04 UTC,31,Go,1.9
finnlabs/openproject-reporting,2013-05-13 09:27:44 UTC,2018-05-07 09:29:38 UTC,2,Ruby,1.91
Jasig/ContactsPortlet,2012-05-09 14:15:13 UTC,2018-03-13 07:57:42 UTC,5,Java,1.91
alanshaw/meteor-foam,2013-04-01 21:51:25 UTC,2017-09-02 14:36:47 UTC,25,JavaScript,1.92
andrewgross/pyrelic,2012-04-03 01:30:31 UTC,2017-01-20 10:49:26 UTC,22,Python,1.92
ataylor284/jenkins-watch,2010-05-26 21:48:16 UTC,2016-12-28 17:06:34 UTC,28,Emacs Lisp,1.93
speckcommerce/SpeckCart,2012-02-29 20:07:06 UTC,2016-10-14 14:26:39 UTC,18,PHP,1.93
concur/concur-platform-sdk-js,2014-09-26 00:00:48 UTC,2017-10-10 16:44:32 UTC,13,JavaScript,1.94
medic/medic-webapp,2011-11-02 23:19:55 UTC,2018-11-21 00:54:13 UTC,106,JavaScript,1.94
NeowayLabs/clinit-cfn-tool,2015-01-05 13:49:31 UTC,2017-01-06 22:22:00 UTC,8,Go,1.95
collective/collective.portlet.itemview,2011-02-08 22:01:23 UTC,2018-06-26 18:15:26 UTC,2,Python,1.95
Shopify/google_auth,2012-02-10 22:35:39 UTC,2017-03-19 21:47:47 UTC,3,Ruby,1.96
lanl/go-papi,2011-08-02 01:04:13 UTC,2018-02-05 16:47:13 UTC,16,Go,1.96
Paradoxika/Skeptik,2012-06-02 18:39:03 UTC,2017-07-22 22:12:14 UTC,25,SMT,1.97
fcfe/mockservice,2014-01-22 10:56:08 UTC,2017-06-30 09:50:33 UTC,7,JavaScript,1.97
percolatestudio/meteor-segment.io,2014-04-23 16:56:24 UTC,2017-10-15 06:32:10 UTC,28,JavaScript,1.98
gnumarcelo/campaigning,2009-03-26 10:14:35 UTC,2017-04-17 11:08:39 UTC,47,Ruby,1.98
dsimard/grunt-angular-phonegap,2013-11-29 19:16:11 UTC,2017-02-07 11:04:07 UTC,169,CoffeeScript,1.99
zendesk/classic_asp_jwt,2013-05-06 16:22:02 UTC,2017-11-25 07:12:04 UTC,8,ASP,1.99
jackpal/gateway,2015-04-18 16:38:39 UTC,2018-03-29 07:39:25 UTC,40,Go,2.0
umbrellaTech/ya-retorno-boleto,2014-06-24 12:15:27 UTC,2016-12-23 20:15:08 UTC,23,PHP,2.0
nodejitsu/prenup,2010-08-28 01:19:44 UTC,2017-11-24 18:58:41 UTC,86,JavaScript,2.01
pragdave/codex,2008-05-18 03:40:35 UTC,2017-04-17 08:59:23 UTC,65,Ruby,2.01
thelia/thelia-project,2014-12-24 15:14:55 UTC,2018-09-09 06:03:54 UTC,41,PHP,2.02
Helabs/acts_as_hashed,2012-07-14 02:10:41 UTC,2017-11-25 07:47:15 UTC,8,Ruby,2.02
rossmeissl/indefinite_article,2010-03-05 18:41:13 UTC,2017-04-17 13:26:01 UTC,46,Ruby,2.03
ScrumBoard-it/ScrumBoard-it,2014-01-27 09:55:54 UTC,2018-05-16 23:00:27 UTC,12,JavaScript,2.03
rayokota/generator-angular-slim,2014-03-05 03:51:37 UTC,2017-02-05 01:03:49 UTC,67,JavaScript,2.04
googlearchive/browserify-chrome,2012-10-30 22:50:57 UTC,2017-09-19 03:04:44 UTC,26,JavaScript,2.04
vlado/open_exchange_rates,2012-05-31 14:19:44 UTC,2017-11-29 10:02:59 UTC,34,Ruby,2.05
patrickfuller/imolecule,2013-03-19 17:10:50 UTC,2016-12-30 09:15:12 UTC,44,JavaScript,2.05
HenrikJoreteg/clientconfig,2013-06-04 21:24:12 UTC,2016-12-28 17:44:57 UTC,43,JavaScript,2.06
robotmedia/RMShapedImageView,2013-02-21 14:57:58 UTC,2017-05-03 19:47:59 UTC,90,Objective-C,2.06
puppetlabs/puppetlabs-vswitch,2013-08-08 23:58:09 UTC,2017-11-25 07:31:07 UTC,7,Ruby,2.07
convox-archive/kernel,2015-01-19 15:55:59 UTC,2017-05-09 22:16:53 UTC,123,,2.07
forcedotcom/Salesforce1-Dev-Guide-Setup-Package,2013-10-18 22:29:54 UTC,2018-12-21 15:30:32 UTC,39,,2.08
m9aertner/PBKDF2,2014-02-04 22:36:44 UTC,2018-04-24 03:12:48 UTC,43,Java,2.08
andrebian/tdd-no-mundo-real-php,2014-10-28 02:23:58 UTC,2018-03-23 23:08:47 UTC,36,PHP,2.09
acdvorak/jquery.caret,2013-06-18 16:16:10 UTC,2017-12-16 21:21:24 UTC,115,JavaScript,2.09
tcnksm-sample/sarama,2015-05-08 08:50:49 UTC,2018-03-23 18:44:57 UTC,65,Go,2.1
vitobotta/share_counts,2011-01-29 23:46:55 UTC,2017-03-21 11:03:32 UTC,78,Ruby,2.1
hpcloud/HPCloud-PHP,2012-03-19 20:07:12 UTC,2017-03-20 10:51:01 UTC,22,PHP,2.11
atom/serializable,2013-12-29 18:40:59 UTC,2018-12-17 16:04:26 UTC,12,CoffeeScript,2.11
gpu/JOCL,2010-12-20 18:40:29 UTC,2018-05-02 16:34:06 UTC,68,Java,2.12
jenssegers/model,2013-03-30 09:55:54 UTC,2018-08-13 12:33:49 UTC,139,PHP,2.12
inuitcss/objects.layout,2013-12-29 15:49:27 UTC,2017-06-02 11:35:46 UTC,29,CSS,2.13
kelp404/NyaruDB,2012-10-27 15:38:19 UTC,2016-11-16 21:45:36 UTC,144,Objective-C,2.13
juancarlospaco/css-html-js-minify,2015-02-20 12:42:55 UTC,2018-04-14 15:22:46 UTC,117,Python,2.14
Rarst/fragment-cache,2014-03-22 20:53:13 UTC,2018-03-21 21:10:33 UTC,102,PHP,2.14
niklasvh/base64-arraybuffer,2012-12-21 21:34:37 UTC,2018-04-18 05:06:30 UTC,90,JavaScript,2.15
shower/ribbon,2012-11-28 15:28:14 UTC,2018-12-21 01:34:16 UTC,31,HTML,2.15
damicon/zfswatcher,2013-01-24 18:22:02 UTC,2017-03-23 09:52:51 UTC,138,Go,2.16
jamesp/node-nmea,2011-12-04 03:58:19 UTC,2018-02-13 14:24:26 UTC,37,JavaScript,2.16
Jimmy-Shi/bean-query,2014-10-25 15:20:12 UTC,2018-01-18 02:25:03 UTC,44,Java,2.17
Kunstmaan/KunstmaanAnsibleSandbox,2014-01-31 13:26:43 UTC,2016-10-19 09:56:58 UTC,10,ApacheConf,2.17
apache/cloudstack-docs-admin,2014-02-06 08:00:08 UTC,2018-02-27 11:25:09 UTC,14,HTML,2.18
mattdesl/eases,2014-09-12 15:02:15 UTC,2018-03-26 13:03:30 UTC,231,JavaScript,2.18
trhura/clojure-humanize,2014-01-22 09:59:03 UTC,2017-03-04 08:03:19 UTC,74,Clojure,2.19
felixhao28/JSCPP,2014-12-09 06:07:55 UTC,2018-03-12 11:56:27 UTC,125,CoffeeScript,2.19
thibaultcha/TCBlobDownloadSwift,2015-01-21 06:45:19 UTC,2018-04-13 04:42:54 UTC,138,Swift,2.2
helios-ag/FMBbCodeBundle,2011-11-05 05:20:42 UTC,2018-09-06 21:53:29 UTC,52,PHP,2.2
alaudet/hcsr04sensor,2014-10-18 20:18:28 UTC,2018-10-24 03:57:39 UTC,42,Python,2.21
inconshreveable/go-vhost,2013-11-06 10:01:40 UTC,2018-03-01 08:56:59 UTC,142,Go,2.21
heroku/heroku-nav,2010-02-25 06:09:32 UTC,2018-06-27 07:52:27 UTC,18,Ruby,2.22
ccampbell/gator,2012-11-28 16:49:21 UTC,2017-12-15 18:47:24 UTC,479,JavaScript,2.22
AndersDJohnson/magnificent.js,2013-07-07 08:56:03 UTC,2018-12-06 15:25:46 UTC,121,JavaScript,2.23
hjson/hjson-js,2014-03-19 21:24:05 UTC,2018-11-15 18:06:53 UTC,242,JavaScript,2.23
Ajnasz/GoogleClientLogin,2010-10-03 16:52:51 UTC,2018-04-08 13:17:23 UTC,88,JavaScript,2.24
RIPE-NCC/rpki-validator,2012-11-22 11:04:33 UTC,2018-07-21 08:55:59 UTC,42,Scala,2.24
ops4j/org.ops4j.pax.tinybundles,2011-02-03 13:50:20 UTC,2018-01-20 08:49:31 UTC,11,Java,2.25
drewolson/testflight,2012-12-07 20:47:15 UTC,2018-02-22 14:35:22 UTC,140,Go,2.25
requirejs/i18n,2012-05-27 00:45:29 UTC,2017-09-23 16:05:35 UTC,91,JavaScript,2.26
sphido/cms,2015-01-14 13:29:24 UTC,2018-04-04 18:27:31 UTC,190,PHP,2.26
ornicar/php-user-agent,2010-04-12 14:33:26 UTC,2016-12-28 19:57:32 UTC,139,PHP,2.27
aerogear/aerogear-android-cookbook,2013-08-07 15:53:38 UTC,2018-11-11 05:57:04 UTC,31,Java,2.27
vert-x/mod-rxvertx,2013-05-14 07:07:04 UTC,2017-10-11 06:45:06 UTC,108,Java,2.28
Magnetic/cycy,2015-03-25 15:13:38 UTC,2017-10-15 16:36:07 UTC,22,Python,2.28
rackerlabs/deproxy,2013-06-07 22:11:20 UTC,2017-11-24 19:13:44 UTC,42,Groovy,2.29
yui/yuglify,2012-10-09 20:55:18 UTC,2017-12-21 20:24:18 UTC,151,JavaScript,2.29
ishkawa/ISColumnsController,2012-06-17 14:57:08 UTC,2016-12-29 11:20:54 UTC,116,Objective-C,2.3
efacilitation/commonjs-require,2014-04-13 08:00:23 UTC,2018-12-21 19:30:09 UTC,33,JavaScript,2.3
jsomers/git-game,2015-02-08 21:03:18 UTC,2018-02-27 17:24:31 UTC,442,Ruby,2.31
Sybio/GifCreator,2012-09-25 09:29:58 UTC,2018-03-01 04:05:45 UTC,249,PHP,2.31
attm2x/m2x-javascript,2013-11-20 18:04:33 UTC,2017-02-23 08:37:32 UTC,15,JavaScript,2.32
chipmunk-rb/chipmunk,2009-09-29 11:46:48 UTC,2017-11-01 15:29:06 UTC,82,C,2.32
GoogleWebComponents/firebase-element,2015-04-21 18:10:05 UTC,2018-03-16 01:56:40 UTC,80,HTML,2.33
jenkins-infra/update-center2,2010-12-28 21:28:58 UTC,2018-05-02 21:32:03 UTC,43,Java,2.33
naoufal/react-native-accordion,2015-05-20 17:53:22 UTC,2018-12-13 18:28:08 UTC,399,JavaScript,2.34
sitewards/B2BProfessional,2013-01-16 13:03:01 UTC,2017-07-24 15:15:56 UTC,71,PHP,2.34
nobitagit/react-material-floating-button,2015-03-10 18:44:32 UTC,2018-04-09 01:51:35 UTC,149,CSS,2.35
gvas/knockout-jqueryui,2013-01-16 06:47:58 UTC,2016-12-28 18:17:40 UTC,102,JavaScript,2.35
codeforamerica/councilmatic,2011-03-24 05:18:10 UTC,2017-04-07 18:38:05 UTC,58,Python,2.36
mapbox/MapboxGeocoder.swift,2014-08-18 00:45:13 UTC,2018-12-19 00:09:12 UTC,68,Swift,2.36
JuliaStats/Klara.jl,2013-07-09 14:00:46 UTC,2018-04-30 22:29:22 UTC,141,Julia,2.37
martinblech/mimerender,2012-04-11 16:53:16 UTC,2016-12-29 11:09:05 UTC,166,Python,2.37
openSUSE/old-landing-page,2011-11-15 13:16:44 UTC,2017-11-24 21:30:43 UTC,15,JavaScript,2.38
tappleby/laravel-auth-token,2013-05-11 18:21:42 UTC,2016-12-25 13:23:19 UTC,266,PHP,2.38
osiell/odoorpc,2014-10-16 20:21:47 UTC,2018-08-30 14:18:02 UTC,81,Python,2.39
hughsk/boids,2013-04-27 01:43:20 UTC,2018-03-14 05:39:50 UTC,139,JavaScript,2.39
domchristie/humps,2012-09-02 18:50:39 UTC,2018-04-02 03:40:33 UTC,719,JavaScript,2.4
balderdashy/sails-redis,2013-03-02 23:42:54 UTC,2018-12-21 16:30:29 UTC,125,JavaScript,2.4
clojure/data.finger-tree,2010-10-12 13:28:17 UTC,2017-10-11 06:47:22 UTC,166,Clojure,2.41
jbt/docker,2012-05-03 19:06:57 UTC,2018-01-25 07:38:49 UTC,246,JavaScript,2.41
Khan/khan-linter,2012-06-11 18:29:03 UTC,2018-05-04 12:41:58 UTC,30,Python,2.42
zeromq/libcurve,2013-06-18 05:46:59 UTC,2017-11-24 18:51:15 UTC,121,C,2.42
gibber-cc/gibberish,2012-06-17 02:37:10 UTC,2018-04-19 16:52:10 UTC,260,JavaScript,2.43
lithiumtech/li-visualizations,2014-03-12 21:10:54 UTC,2018-10-22 14:58:56 UTC,86,JavaScript,2.43
codrops/Windy,2012-10-09 10:00:13 UTC,2018-08-28 21:51:07 UTC,203,JavaScript,2.44
DaoCloud/golang-mongo-sample,2015-03-29 13:36:06 UTC,2017-08-17 02:51:17 UTC,19,Go,2.44
o5/grido,2012-12-19 21:54:40 UTC,2018-10-24 21:19:40 UTC,92,PHP,2.45
mcuadros/go-syslog,2013-12-25 01:32:21 UTC,2018-01-23 17:32:23 UTC,175,Go,2.45
torifat/cake-menu_builder,2011-05-03 15:54:53 UTC,2018-09-11 09:41:43 UTC,80,PHP,2.46
filippocamillo/FCVerticalMenu,2014-10-24 18:48:13 UTC,2017-02-05 17:03:46 UTC,231,Objective-C,2.46
mdeering/attribute_normalizer,2009-06-27 04:39:28 UTC,2017-04-17 10:18:36 UTC,454,Ruby,2.47
rotundasoftware/backbone.collectionView,2012-10-10 00:41:55 UTC,2018-04-19 11:05:46 UTC,178,JavaScript,2.47
sbraz/pymediainfo,2010-03-23 18:15:52 UTC,2018-05-14 17:42:59 UTC,93,Python,2.48
AOEpeople/MageTestStand,2014-08-23 19:04:16 UTC,2018-02-10 14:11:48 UTC,55,Shell,2.48
puppetlabs/puppetlabs-reboot,2013-03-19 05:35:15 UTC,2018-12-20 15:51:03 UTC,20,Ruby,2.49
infinispan/infinispan-quickstart,2011-02-03 16:54:20 UTC,2017-03-20 05:50:15 UTC,56,Java,2.49
conekta/conekta-php,2013-12-17 17:17:30 UTC,2018-07-17 20:58:07 UTC,47,PHP,2.5
NathanEpstein/D3xter,2014-10-27 14:04:33 UTC,2016-12-28 17:47:13 UTC,348,JavaScript,2.5
libvips/ruby-vips,2011-10-11 16:45:42 UTC,2018-10-03 01:42:09 UTC,445,Ruby,2.51
cgbystrom/netty-tools,2010-05-09 13:21:37 UTC,2017-01-10 10:19:38 UTC,257,Java,2.51
JacobEvelyn/friends,2014-11-07 19:12:41 UTC,2018-11-26 06:04:50 UTC,652,Ruby,2.52
rtomayko/ronn,2009-11-02 22:11:27 UTC,2018-02-02 06:13:33 UTC,1026,Ruby,2.52
vanilla-framework/vanilla-framework,2015-02-23 12:34:16 UTC,2018-07-30 15:10:57 UTC,242,CSS,2.53
codrops/3DRestaurantMenu,2012-09-26 12:21:18 UTC,2018-11-17 23:28:06 UTC,132,JavaScript,2.53
prodis/correios-cep,2014-02-11 22:13:06 UTC,2018-11-20 16:24:27 UTC,142,Ruby,2.54
caprica/vlcj,2012-01-28 07:42:49 UTC,2018-06-30 04:08:31 UTC,533,Java,2.54
maddhatter/laravel-fullcalendar,2014-12-19 18:30:09 UTC,2018-04-05 23:34:17 UTC,400,PHP,2.55
Juniper/contrail-packages,2014-02-11 16:37:36 UTC,2017-04-05 10:09:02 UTC,10,Python,2.55
sindresorhus/camelcase,2014-10-12 10:58:21 UTC,2018-07-08 01:11:37 UTC,214,JavaScript,2.56
PerfectlyNormal/highcharts-rails,2011-10-10 15:15:39 UTC,2017-11-14 19:07:46 UTC,193,JavaScript,2.56
crcn/mesh.js,2015-03-25 23:26:47 UTC,2017-08-01 02:17:26 UTC,1032,JavaScript,2.57
asakusarb/action_args,2011-04-23 02:58:13 UTC,2018-03-27 07:39:42 UTC,362,Ruby,2.57
r4fek/django-cassandra-engine,2014-07-18 12:34:40 UTC,2018-07-26 14:40:38 UTC,213,Python,2.58
erikringsmuth/app-router,2014-07-16 03:45:04 UTC,2018-03-06 12:35:47 UTC,593,HTML,2.58
duosecurity/duo_client_python,2012-11-27 15:49:33 UTC,2018-12-14 15:28:28 UTC,63,Python,2.59
Kong/unirest-net,2013-07-08 19:57:52 UTC,2018-01-17 11:46:33 UTC,159,C#,2.59
koajs/compose,2013-08-13 04:04:43 UTC,2018-09-27 12:12:18 UTC,485,JavaScript,2.6
nelmio/NelmioCorsBundle,2011-11-04 10:38:47 UTC,2018-02-25 12:59:07 UTC,541,PHP,2.6
GoogleCloudPlatform/cloud-bigtable-client,2014-04-04 14:54:35 UTC,2018-09-27 02:44:21 UTC,102,Java,2.61
looplab/eventhorizon,2014-11-17 08:32:26 UTC,2018-06-21 09:09:27 UTC,528,Go,2.61
nategood/commando,2012-08-19 20:11:06 UTC,2018-07-29 18:12:18 UTC,713,PHP,2.62
dashofcode/tracker_api,2014-03-21 06:58:55 UTC,2018-11-08 21:32:06 UTC,86,Ruby,2.62
appcelerator/titanium_developer,2009-06-15 23:33:37 UTC,2017-11-24 18:29:48 UTC,120,JavaScript,2.63
jquery-textfill/jquery-textfill,2012-01-16 16:58:39 UTC,2018-07-03 20:13:14 UTC,485,JavaScript,2.63
p2t2/figaro,2013-08-14 18:13:17 UTC,2018-07-09 00:31:27 UTC,622,Scala,2.64
google/palette.js,2014-03-26 15:39:13 UTC,2018-04-04 10:28:43 UTC,331,JavaScript,2.64
adimichele/hubspot-ruby,2013-02-18 00:52:23 UTC,2018-12-03 15:41:55 UTC,103,Ruby,2.65
heroku/heroku-buildpack-pgbouncer,2013-04-10 18:37:52 UTC,2018-06-27 07:59:27 UTC,253,Shell,2.65
botelho/flipboard-layout,2012-05-07 11:56:54 UTC,2018-03-16 12:49:23 UTC,624,JavaScript,2.66
thorst/jquery-idletimer,2009-06-02 20:22:01 UTC,2018-03-26 14:00:54 UTC,672,JavaScript,2.66
mattt/Navajo,2014-03-03 21:51:40 UTC,2018-12-10 10:14:38 UTC,846,Objective-C,2.67
cloudfoundry-community/cf-docs-contrib,2013-02-11 17:52:37 UTC,2018-09-19 09:15:32 UTC,141,HTML,2.67
keenlabs/KeenClient-PHP,2013-01-13 01:26:02 UTC,2018-10-24 18:56:23 UTC,135,PHP,2.68
mikamai/ruby-lol,2013-12-11 08:16:21 UTC,2018-06-11 11:54:14 UTC,79,Ruby,2.68
jessesquires/JSQCoreDataKit,2015-03-17 18:53:01 UTC,2018-10-23 02:40:58 UTC,458,Swift,2.69
kupriyanenko/jbone,2013-11-05 00:19:40 UTC,2018-03-01 00:47:46 UTC,286,JavaScript,2.69
stfalcon/TinymceBundle,2011-05-17 23:17:52 UTC,2018-03-14 15:05:56 UTC,230,PHP,2.7
krasimir/gifffer,2014-06-18 15:11:33 UTC,2018-10-10 18:25:24 UTC,627,JavaScript,2.7
sonata-project/SonataPageBundle,2010-12-06 00:18:21 UTC,2018-09-07 09:03:02 UTC,165,PHP,2.71
pallets/markupsafe,2010-06-22 17:22:58 UTC,2018-11-05 18:30:20 UTC,226,Python,2.71
iamnoah/writeCapture,2009-11-25 01:50:29 UTC,2018-01-07 20:37:02 UTC,240,JavaScript,2.72
zendframework/zend-crypt,2015-05-08 13:27:53 UTC,2018-05-08 20:58:14 UTC,61,PHP,2.72
upper/db,2013-10-23 02:04:36 UTC,2018-04-27 18:52:15 UTC,1204,Go,2.73
GraphAlchemist/Alchemy,2013-12-02 19:19:12 UTC,2018-12-21 22:12:03 UTC,459,CoffeeScript,2.73
muesli/smartcrop,2014-04-07 22:40:03 UTC,2018-05-31 07:31:29 UTC,1103,Go,2.74
knode/node-meatspace,2013-09-22 18:12:48 UTC,2017-03-21 08:38:15 UTC,102,JavaScript,2.74
googlearchive/firebase-token-generator-node,2013-02-08 01:05:04 UTC,2018-09-28 18:51:58 UTC,180,JavaScript,2.75
kenjis/ci-phpunit-test,2015-05-10 05:22:43 UTC,2018-05-06 03:55:08 UTC,370,PHP,2.75
yuantiku/flyboard,2014-06-23 09:28:01 UTC,2017-09-29 03:32:10 UTC,288,HTML,2.76
zimbatm/socketmaster,2012-11-09 15:22:37 UTC,2017-11-21 08:58:08 UTC,531,Go,2.76
Unknwon/goconfig,2013-03-12 20:35:38 UTC,2018-04-30 04:49:00 UTC,346,Go,2.77
rackerlabs/canon-jenkins,2013-09-08 15:43:56 UTC,2017-11-30 09:50:25 UTC,116,CSS,2.77
StreetVoice/HysteriaPlayer,2013-01-18 10:30:53 UTC,2017-12-21 11:17:38 UTC,536,Objective-C,2.78
rollbar/node_rollbar,2012-08-14 04:31:20 UTC,2017-09-04 20:47:11 UTC,82,JavaScript,2.78
rapid7/ssh-badkeys,2015-01-21 21:25:45 UTC,2018-12-05 20:27:22 UTC,448,,2.79
arangamani/jenkins_api_client,2012-10-15 07:57:41 UTC,2018-11-17 21:30:08 UTC,364,Ruby,2.79
enragedginger/akka-quartz-scheduler,2013-04-13 02:48:41 UTC,2018-07-05 01:15:05 UTC,419,Scala,2.8
Adldap2/Adldap2,2015-04-09 13:41:26 UTC,2018-10-24 12:49:34 UTC,447,PHP,2.8
google/zopfli,2015-03-09 10:32:36 UTC,2018-11-14 01:20:01 UTC,2364,C++,2.81
vishnubob/python-midi,2011-04-20 08:01:18 UTC,2018-11-26 04:02:47 UTC,804,C,2.81
smalot/pdfparser,2013-08-30 21:58:21 UTC,2018-07-18 13:07:49 UTC,868,PHP,2.82
hapijs/hapi-auth-basic,2014-01-02 23:27:02 UTC,2017-11-26 05:20:14 UTC,104,JavaScript,2.82
adgsm/multi-level-push-menu,2013-11-03 17:04:34 UTC,2018-03-09 08:19:00 UTC,783,JavaScript,2.83
codeforamerica/codeforamerica.org,2013-07-31 20:52:59 UTC,2017-06-01 18:43:50 UTC,180,HTML,2.83
codemix/yii2-localeurls,2014-10-14 13:20:42 UTC,2018-12-19 18:05:54 UTC,324,PHP,2.84
s-panferov/awesome-typescript-loader,2015-02-20 18:09:16 UTC,2018-10-09 13:05:34 UTC,1749,TypeScript,2.84
RubaXa/jquery.fileapi,2013-07-15 17:10:27 UTC,2018-04-17 01:57:06 UTC,874,JavaScript,2.85
mattheworiordan/capybara-screenshot,2011-10-12 15:08:25 UTC,2018-11-15 13:43:16 UTC,911,Ruby,2.85
OWASP/OWASP-WebScarab,2009-11-20 06:57:20 UTC,2018-04-25 13:58:36 UTC,389,Java,2.86
strongloop/loopback-example-access-control,2013-12-11 03:51:23 UTC,2018-03-28 22:45:09 UTC,314,JavaScript,2.86
jruby/jruby-rack,2008-05-14 02:57:24 UTC,2018-03-17 01:19:34 UTC,392,Ruby,2.87
prompt-toolkit/ptpython,2014-09-29 10:11:42 UTC,2018-11-19 21:27:03 UTC,2956,Python,2.87
CakeDC/migrations,2010-02-16 11:13:30 UTC,2018-04-03 18:36:58 UTC,348,PHP,2.88
seishun/node-steam,2012-09-15 18:57:52 UTC,2018-12-01 00:00:50 UTC,904,JavaScript,2.88
Devskiller/jfairy,2013-10-07 18:48:28 UTC,2018-07-28 11:03:58 UTC,468,Java,2.89
sanctuary-js/sanctuary,2015-01-19 05:52:10 UTC,2018-06-04 13:57:02 UTC,1444,JavaScript,2.89
ericclemmons/react-resolver,2015-01-29 16:15:48 UTC,2018-06-20 21:11:04 UTC,1590,JavaScript,2.9
ToothlessGear/node-gcm,2012-07-01 00:04:03 UTC,2018-05-24 04:26:45 UTC,1201,JavaScript,2.9
JonAbrams/synth,2013-11-01 06:19:39 UTC,2016-12-29 10:08:34 UTC,1020,JavaScript,2.91
square/cane,2012-01-14 19:33:47 UTC,2018-12-21 14:30:32 UTC,1343,Ruby,2.91
evermeer/EVReflection,2015-04-29 12:07:41 UTC,2018-10-22 20:19:47 UTC,868,Swift,2.92
