Host Type,Fork,Size,Issues enabled,Wiki enabled,Pages enabled,Forks Count,Open Issues Count,Default branch,Watchers Count,Contributors Count,Display Name,Pull requests enabled,AGS Script,ANTLR,API Blueprint,ASP,ActionScript,ApacheConf,Apex,AppleScript,Arduino,Assembly,AutoIt,Batchfile,C,C#,C++,CMake,CSS,Ceylon,Cirru,Clean,Clojure,CoffeeScript,ColdFusion,Common Lisp,Coq,Cucumber,D,Dart,Dogescript,Eagle,Eiffel,Elixir,Emacs Lisp,Erlang,F#,FLUX,Fancy,Fortran,FreeMarker,GAP,GLSL,Game Maker Language,Genshi,Gherkin,Go,Gosu,Groff,Groovy,HCL,HTML,Hack,Handlebars,Haskell,Haxe,Hy,Isabelle,Java,JavaScript,Julia,Jupyter Notebook,KiCad,Kotlin,LLVM,Liquid,LiveScript,Lua,Makefile,Mathematica,Matlab,Max,Mirah,Nim,Nimrod,Nix,OCaml,Objective-C,Objective-C++,Objective-J,OpenEdge ABL,PHP,PLSQL,PLpgSQL,POV-Ray SDL,Pan,Pascal,Perl,Perl 6,PogoScript,PowerShell,Processing,Prolog,Protocol Buffer,Puppet,PureScript,Python,QML,R,RAML,Racket,Ragel,Roff,Ruby,Rust,SMT,SQLPL,Scala,Scheme,Shell,Smali,Smarty,SourcePawn,SuperCollider,Swift,Tcl,TeX,Thrift,TypeScript,Verilog,Vim script,VimL,Visual Basic,Web Ontology Language,XML,XProc,XSLT,Xtend,Yacc,Zephir,eC,nesC,wisp,AFL-3.0,AGPL-3.0,Apache-2.0,Artistic-2.0,BSD-2-Clause,BSD-3-Clause,BSD-3-Clause-Clear,BSL-1.0,CC-BY-4.0,CC-BY-NC-ND-3.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0,ECL-2.0,EPL-1.0,EUPL-1.1,GPL-2.0,GPL-3.0,GPL-3.0+,ISC,LGPL-2.0,LGPL-2.1,LGPL-2.1+,LGPL-3.0,LGPL-3.0+,MIT,MPL-2.0,MS-PL,MS-RL,OFL-1.1,OSL-3.0,Other,Unlicense,W3C,WTFPL,Zlib,mit,Active,Deprecated,Help Wanted,Unmaintained
0,0,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
